topic,count,depth,parent,definition,emoji,examples
Decapitation,5,3,Gore,"Decapitation is a violent act of severing someone's head from their body. It is a common trope in horror, often used to shock and horrify audiences. It falls under the category of body horror, which focuses on physical mutilation and disfigurement. Decapitation is a form of gore, which is a subset of body horror that emphasizes graphic violence and bloodshed. Its use in horror is intended to generate fear and disgust in viewers.",💀,"- The iconic scene in ""The Shining"" where Jack Nicholson's character, Jack Torrance, uses an axe to decapitate the hotel's caretaker, Grady.
- In the movie ""Hereditary,"" the mother decapitates herself using a piano wire after being possessed by a demon.
- In ""Sleepy Hollow,"" the Headless Horseman is a notorious decapitator, using a sword to sever the heads of his victims."
Dismemberment,4,3,Gore,"Dismemberment refers to the graphic and violent act of removing or tearing apart limbs or body parts from a living or dead body. It is a common trope in horror, particularly within the sub-genres of Gore and Body Horror, and is often used to shock or disturb audiences. Dismemberment is an extreme form of violence that is intended to elicit feelings of fear, disgust, and horror from the viewer or reader.",🔪,"- A scene in the movie Saw where a character's foot is sawed off
- The infamous shower scene in the movie Psycho where the main character is stabbed to death and her body is shown being dismembered
- The character of Leatherface in the movie The Texas Chainsaw Massacre who uses a chainsaw to dismember his victims
- The video game Mortal Kombat which features finishing moves that involve dismembering opponents in various ways
- The movie Hostel where characters are shown being dismembered and tortured in gruesome ways."
Disembowelment,4,3,Gore,"Disembowelment is a graphic and intense act of violence where a character's abdomen is sliced open, often resulting in their internal organs spilling out. This type of gore is frequently utilized in horror films and literature to shock and disgust audiences, and is a common trope within the body horror subgenre. It is a visceral and disturbing representation of the physical destruction of the human body, which is a recurring theme in many horror narratives.",💀,"- The infamous shower scene in Alfred Hitchcock's Psycho, in which Marion Crane is stabbed repeatedly by Norman Bates, culminating in a shot of her stomach being sliced open and her entrails being shown.
- The climax of the 2004 film Saw, in which the character Amanda Young is forced to crawl through a maze of razor wire to retrieve a key, resulting in her abdomen being torn open and her intestines spilling out.
- The scene in the 2015 film Bone Tomahawk where a group of cannibalistic troglodytes capture a character and split him in half vertically, with his entrails hanging out.
- The ""gut punch"" scene in the 2013 film Evil Dead, in which a possessed character vomits black bile into another character's mouth, causing her stomach to swell up and eventually explode, with her intestines flying out."
Surgical Horror,5,3,Medical Horror,"Surgical Horror is a genre of horror that focuses on the fear and anxiety associated with medical procedures and operations. It often involves graphic and unsettling depictions of surgical tools and procedures, as well as the loss of control over one's own body. This type of horror draws on the body horror trope, which is characterized by the violation and destruction of the human body, and the fear of bodily harm and mutilation.",💉,"- The surgery scene in the movie ""The Human Centipede"", where a mad scientist stitches three people together mouth to anus to make a grotesque creature.
- The surgery scene in the movie ""Hostel"", where a man is strapped to a table and tortured by a sadistic surgeon.
- The TV show ""American Horror Story: Asylum"", which features a storyline about a doctor who performs unethical and experimental procedures on his patients, including lobotomies."
Parasitic Horror,5,3,Medical Horror,"Parasitic horror is a subgenre of horror that focuses on the idea of a parasitic organism or entity taking control of, feeding off of, or altering the human body. It is a subset of body horror, which explores the fear and disgust associated with bodily transformation or violation. Parasitic horror taps into the fear of losing control of one's own body and the unsettling notion that something else is living inside of us, feeding off of us, or manipulating us.",🐛,"- The movie ""The Thing"" (1982) is a classic example of parasitic horror, as it features a shape-shifting alien organism that assimilates and takes over the bodies of its human hosts.
- The novel ""The Troop"" by Nick Cutter is another example of parasitic horror, as it follows a group of scouts on a remote island who are infected by a deadly parasite that feeds off of their bodies and alters their behavior.
- The video game ""The Last of Us"" also incorporates elements of parasitic horror, as it features a fungal infection that transforms humans into zombie-like creatures and takes over their minds and bodies."
Infectious Diseases,3,3,Medical Horror,"Infectious diseases refer to illnesses caused by the invasion of harmful microorganisms such as bacteria, viruses, and fungi. These diseases are often associated with tropes in horror due to their ability to spread rapidly and cause severe physical and psychological symptoms, often leading to death. Infectious diseases have been a recurring theme in horror stories, films, and other media as they tap into our primal fears of contagion and the unknown. The portrayal of infectious diseases in horror often involves graphic depictions of bodily decay and transformation, creating a sense of disgust and terror in the audience.",💀,"- Zombie outbreaks in movies and TV shows
- The Ebola virus outbreak in the movie ""Outbreak""
- The deadly virus in the movie ""Contagion""
- The mutated bacteria in the movie ""The Andromeda Strain""
- The fungal infection in the game ""The Last of Us"" 
- The virus causing vampirism in the movie ""I Am Legend"""
Virginity,5,3,Final Girl,"Virginity refers to the state of never having engaged in sexual intercourse. In horror films, the trope of the ""final girl"" often features a virgin character who survives until the end of the film, while sexually active characters are often the first to be killed off. This trope reflects the societal belief that sex outside of marriage is immoral and can lead to negative consequences, even in the context of horror films.",🙅‍♀️,"- The character Laurie Strode in the original Halloween (1978) is a prime example of the final girl trope, as she is a virginal babysitter who survives Michael Myers' rampage while her more sexually active friends are killed off.
- The character of Nancy Thompson in A Nightmare on Elm Street (1984) is another example of the final girl trope, as she is a virginal high school student who battles Freddy Krueger in her dreams and ultimately defeats him.
- In the film It Follows (2014), the main character Jay is a virginal teenager who becomes the target of a supernatural entity that can only be passed on through sexual intercourse, emphasizing the societal fear of the consequences of premarital sex.
- The character of Sally Hardesty in The Texas Chain Saw Massacre (1974) is not explicitly portrayed as a virgin, but she is depicted as innocent and naive, which can be seen as a similar trope to the final girl. She is the only survivor of Leatherface's family's attacks, while her more worldly friends are brutally murdered."
Resourcefulness,5,3,Final Girl,"Resourcefulness refers to the ability of a character to use their surroundings to their advantage in order to survive or overcome challenges. In the context of horror tropes, resourcefulness is often a key trait of the Final Girl archetype, who must rely on her wits and ingenuity to outsmart the killer or monster. This trope is often used in Slasher Films, where the Final Girl is the last survivor of a group of friends being hunted down by a killer.",🔪,"-Using household objects as weapons (e.g. a frying pan, a broomstick, a lamp)
-Creating makeshift traps (e.g. setting up tripwires, barricading doors and windows)
-Hiding in plain sight (e.g. pretending to be dead, blending in with the environment)
-Using technology to their advantage (e.g. hacking security systems, using cell phones or other devices to call for help)
-Using their knowledge or skills to outsmart the killer (e.g. knowing how to pick locks, having medical training to tend to injuries)"
Morality,5,3,Final Girl,"Morality refers to the principles and values that govern human behavior and decision-making, particularly with regards to what is considered right and wrong or good and evil. In the context of horror tropes, morality is often used as a tool to create tension and suspense, as characters who violate moral codes or engage in unethical behavior are often punished or killed by the antagonist. The Final Girl trope, for example, often features a survivor who triumphs over the killer by embodying traditional moral virtues such as courage, resourcefulness, and compassion.",🙏,"- The Final Girl trope, where the survivor embodies traditional moral virtues to triumph over the killer.
- Characters who engage in unethical behavior, such as drug use or premarital sex, being punished or killed by the antagonist.
- The use of religious or supernatural elements to enforce moral codes and punish those who violate them."
Intelligence,4,3,Final Girl,"Intelligence can be defined as the ability to acquire and apply knowledge and skills. In the context of horror tropes, intelligence often plays a role in the survival of characters, particularly in the Final Girl subgenre of Slasher Films. The Final Girl is typically portrayed as intelligent, resourceful, and able to outsmart the killer or monster, ultimately emerging as the sole survivor. This trope highlights the importance of using one's intelligence to navigate and overcome dangerous situations in horror narratives.",🧠,"- The character of Sidney Prescott in Scream, who uses her intelligence and knowledge of horror movie tropes to outsmart the killer and survive.
- Laurie Strode in Halloween, who uses her intelligence and resourcefulness to protect herself and the children she is babysitting from the killer.
- Clarice Starling in The Silence of the Lambs, who uses her intelligence and profiling skills to track down and capture the serial killer Buffalo Bill."
Gender,4,3,Final Girl,"Gender refers to the socially constructed roles, behaviors, and expectations associated with being male or female. Gender is a prominent theme in horror films, especially in the subgenre of slasher films where gender roles are often reinforced or subverted. The Final Girl trope, for example, challenges traditional gender roles by portraying a female character as the sole survivor who outwits and defeats the killer, often through her resourcefulness and intelligence. Gender can also be used to create fear and tension in horror films, such as through the portrayal of hyper-masculine or hyper-feminine characters who embody extreme versions of gender stereotypes.",🚺,"- The Final Girl trope in slasher films, where a female character is portrayed as the sole survivor who outwits and defeats the killer
- The portrayal of hyper-masculine or hyper-feminine characters who embody extreme versions of gender stereotypes, creating fear and tension
- The use of gendered violence, such as violence against women or emasculation of male characters, to heighten horror and fear in the audience
- The subversion or reinforcement of traditional gender roles and expectations through characterizations and plot devices in horror films
- The exploration of gender identity and sexuality, such as in films like ""The Babadook"" and ""Raw,"" where horror is used to represent and explore queer experiences."
Weapon Of Choice,3,3,Masked Killer,"A ""Weapon of Choice"" is a specific tool or object used by a masked killer in horror films to commit their gruesome acts. It is a common trope in the Slasher sub-genre of horror and serves to create a unique identity for the killer while also adding to the tension and fear of the audience. The weapon often becomes an iconic symbol of the film and can even become synonymous with the horror genre itself.",🔪,"- Freddy Krueger's razor glove in A Nightmare on Elm Street
- Michael Myers' butcher knife in Halloween
- Leatherface's chainsaw in The Texas Chain Saw Massacre
- Ghostface's hunting knife in Scream
- Jason Voorhees' machete in Friday the 13th"
Stoner,7,3,Teenage Victims,"Stoner is a common horror trope that portrays teenage characters who indulge in drugs or alcohol, often leading to their demise. This trope is used to show the dangers of substance abuse and the consequences of poor decision making in horror films. It is often used as a device to heighten tension and provide a moral lesson for viewers.",🍁,"- The stoner character in ""Friday the 13th"" who smokes marijuana and is killed while distracted and unaware of his surroundings
- The group of teenagers in ""The Cabin in the Woods"" who indulge in drugs and alcohol, leading to their downfall and ultimate sacrifice
- The stoner character in ""Halloween"" who is killed while under the influence of marijuana, symbolizing the dangers of substance abuse and poor decision making"
Virgin,5,3,Teenage Victims,"""Virgin"" is a common trope in horror films that typically refers to a character who has not engaged in sexual activity. In many slasher films, the virgin character is often the sole survivor as they are seen as ""pure"" or ""innocent"" and therefore more deserving of survival. This trope plays on the idea that sexuality is associated with sin and is often used as a tool to create tension and suspense in horror narratives.",👼,"- The character Laurie Strode in the Halloween franchise, who is depicted as a virgin and the sole survivor of Michael Myers' attacks.
- The character of Nancy Thompson in A Nightmare on Elm Street, who is portrayed as a virginal final girl who ultimately defeats Freddy Krueger.
- The character of Sidney Prescott in the Scream franchise, who is initially depicted as a virgin and survives multiple attacks from different killers."
Prom Queen/King,4,3,Teenage Victims,"Prom Queen/King is a common trope in horror films where a popular high school student is crowned as the Prom Queen or King. However, they often become the target of a killer who seeks revenge or wants to wreak havoc at the prom. This trope plays on the fear of losing status and power, as well as the vulnerability of teenagers in a high-pressure social environment.",👑,"- Carrie (1976) - The titular character, Carrie White, is a social outcast who is crowned as Prom Queen as part of a cruel prank. She unleashes her telekinetic powers and seeks revenge on her tormentors.
- Prom Night (1980) - A group of teenagers accidentally kill a young girl during a game, and years later, someone seeks revenge on Prom Night by killing the students who were involved in her death.
- Scream 2 (1997) - One of the main characters, Derek, is a popular jock who is dating the film's protagonist, Sidney. He is stabbed to death by the killer during a theater production of ""Stab,"" a movie based on the events of the first Scream film."
Cheerleader,4,3,Teenage Victims,"A cheerleader is a common character archetype in horror films, often portrayed as a teenage victim of a violent attack. This trope plays into the larger theme of young, attractive characters being targeted by a killer, which is a common element in slasher films. The cheerleader is often depicted as helpless and vulnerable, adding to the suspense and terror of the horror genre.",💃,"- A cheerleader being chased through the school hallways by a masked killer.
- A group of cheerleaders being stalked and attacked at their team's away game.
- A cheerleader being kidnapped and held captive by a deranged fan."
Bully,4,3,Teenage Victims,"Bully is a trope in horror that involves a character who uses intimidation, aggression, or physical violence to assert power over others. This often leads to the victimization of teenage characters and can be found in various sub-genres of horror, including slasher films. The bully is a common antagonist that is used to create tension and fear in the audience, as they represent a real-world threat that many people have experienced or fear experiencing.",👊,"- Carrie (1976): The titular character is a teenage girl who is bullied by her classmates for being different, leading to her unleashing her telekinetic powers on prom night.
- It (2017): The character of Henry Bowers is a bully who terrorizes the main characters, including physically attacking them and even attempting to kill them.
- Scream (1996): The character of Billy Loomis is revealed to be one of the killers, motivated in part by his desire to get revenge on Sidney Prescott for rejecting him and being bullied by her friends."
Rebel,3,3,Teenage Victims,"A rebel is a character who defies authority or societal norms, often embodying the theme of individualism. In the context of horror tropes, rebels can be found in teenage victim or slasher films, as they often challenge the rules and expectations put in place by the genre's established conventions. This can make them vulnerable targets for the horror's antagonist or villain.",👊,"- A group of teenagers who sneak into a closed amusement park after hours, despite warnings from security guards and signs indicating the danger of the rides.
- A protagonist who refuses to believe in the supernatural threat that is stalking them, even as their friends and family are being killed off one by one.
- A character who breaks away from their group of survivors to strike out on their own, convinced they can find a way to escape or defeat the horror on their own terms."
Innocent Bystander,3,3,Teenage Victims,"An innocent bystander is a character in horror movies who is not directly involved in the main conflict but becomes a victim nonetheless. This trope is often used in slasher films where the killer targets anyone in their path, including innocent bystanders. The use of innocent bystanders adds to the horror and tension of the film, as it creates a sense of unpredictability and danger. It is a common theme in horror films and adds to the overall fear factor of the genre.",🙎‍♂️,"- A group of teenagers who stumble upon the killer's hideout while exploring an abandoned building
- A family that moves into a new house, unaware that it was the site of a gruesome murder
- A bystander who witnesses the killer's first attack but is unable to stop them
- A character who accidentally gets in the way of the killer while trying to escape
- A group of college students who are targeted by the killer while on a road trip."
Impalement,7,3,Death Scenes,"Impalement is a violent act of piercing a person's body with a sharp object, typically resulting in death. It is a common trope in horror films and literature, often used to shock and disgust audiences. Impalement falls under the broader category of body horror, which explores themes of physical mutilation and transformation. This trope is often used to create a sense of fear and helplessness in the viewer or reader.",🗡️,"- Vlad the Impaler, a historical figure notorious for impaling his enemies and leaving their bodies on display as a warning to others.
- The ""tree rape"" scene in the horror movie Evil Dead, in which the protagonist is sexually assaulted by a demonic tree branch that impales her.
- The impaling of the characters in the final scene of the horror movie Hostel, in which they are hung upside down and slowly lowered onto spikes."
Electrocution,7,3,Death Scenes,"Electrocution is a common method of death used in horror films, where a character is killed by an electrical current. This trope plays on the fear of electricity and the potential danger it can pose. It is often used in slasher films as a quick and dramatic way to dispatch a victim. The use of electrocution in horror films is a way to heighten the sense of danger and add an element of shock to the audience.",⚡️,"- Freddy Krueger killing a character with his glove of knives that is connected to a power plant in A Nightmare on Elm Street.
- The character of Burke in Alien being electrocuted by Bishop as he tries to escape with the alien embryo in Aliens.
- The villainous character of Dr. Frank-N-Furter being electrocuted to death during the climax of The Rocky Horror Picture Show."
Drowning,7,3,Death Scenes,"Drowning is a common trope in horror where a character is submerged in water and unable to breathe, leading to their death. It is often used in slasher films as a means of killing off a victim and creating tension and fear. The fear of drowning plays on the primal fear of suffocation and the unknown depths of water, making it a popular device in horror storytelling.",🌊,"- In the movie ""Friday the 13th"", one of the victims is drowned in a lake by the killer, Jason Voorhees.
- The character of Tina in ""A Nightmare on Elm Street 4: The Dream Master"" is drowned in her own dream by Freddy Krueger.
- In the film ""The Ring"", one of the victims, Anna Morgan, is drowned in a well by her own mother, who was driven insane by the cursed videotape."
Decapitation,7,3,Death Scenes,"Decapitation is a violent act of severing someone's head from their body. It is a common trope in horror, often used to shock and horrify audiences. It falls under the category of body horror, which focuses on physical mutilation and disfigurement. Decapitation is a form of gore, which is a subset of body horror that emphasizes graphic violence and bloodshed. Its use in horror is intended to generate fear and disgust in viewers.",💀,"- The iconic scene in ""The Shining"" where Jack Nicholson's character, Jack Torrance, uses an axe to decapitate the hotel's caretaker, Grady.
- In the movie ""Hereditary,"" the mother decapitates herself using a piano wire after being possessed by a demon.
- In ""Sleepy Hollow,"" the Headless Horseman is a notorious decapitator, using a sword to sever the heads of his victims."
Burning,7,3,Death Scenes,"Burning is a common trope in horror films that involves the act of setting a character or multiple characters on fire. This trope is often used as a method of killing off characters, creating a sense of danger, and adding to the overall suspense and horror of the film. It is a subset of tropes in horror that are known for their shock value and ability to terrify audiences.",🔥,"- Freddy Krueger setting a character on fire in A Nightmare on Elm Street
- The cult members burning the main character alive in Midsommar
- The iconic scene in The Wicker Man where the main character is burned alive inside a giant wicker statue."
Strangulation,6,3,Death Scenes,"Strangulation is a method of killing where the victim's air supply is cut off by applying pressure to the neck. It is a common trope in horror films, particularly in slasher movies, where the killer often uses their bare hands to strangle their victims. The act of strangulation is often depicted in a gruesome and violent manner, adding to the horror and terror of the scene.",💀,"- Michael Myers strangling his victims in the Halloween franchise
- Freddy Krueger using his razor glove to strangle his victims in the Nightmare on Elm Street franchise
- The killer in Scream using a phone cord to strangle his victims
- The antagonist in The Strangers strangling a victim with a cord
- The killer in Black Christmas strangling his victims with various objects, including a plastic bag and a glass unicorn."
Shooting,4,3,Death Scenes,Shooting is a common trope in horror films where a character or multiple characters are killed by gunfire. It is often used in slasher films to create tension and fear in the audience. Shooting is a subset of the larger horror genre that plays on the fear of death and violence. It is a way for filmmakers to shock and scare their audience while also creating a sense of danger and unpredictability.,💥,"- The opening scene of Scream, where Casey Becker is shot and killed by Ghostface while on the phone with him.
- The climax of The Texas Chainsaw Massacre, where Sally Hardesty is chased and shot at by Leatherface.
- The massacre at the beginning of Night of the Living Dead, where a group of people are shot by a posse while trying to escape from zombies."
Throat Slitting,3,3,Death Scenes,"Throat Slitting is a common trope in horror films where a character's throat is cut, often leading to their death. This graphic and violent act is often used to shock and frighten audiences and is a hallmark of slasher films. Throat Slitting is just one example of the many gruesome and disturbing tropes that are commonly found in horror movies.",🔪,"- The opening death scene in the movie ""Scream"" where Casey Becker (played by Drew Barrymore) is brutally killed by the Ghostface killer who slits her throat.
- In the movie ""Halloween"", the character Annie Brackett is killed by Michael Myers who slits her throat while she is sitting in her car.
- The death of Marion Crane in the iconic shower scene in Alfred Hitchcock's ""Psycho"" where she is stabbed repeatedly and her throat is slashed."
Hanging,3,3,Death Scenes,"Hanging is a disturbing and graphic means of killing someone, often portrayed in horror films to create a sense of fear and tension. This death scene is a common trope in the horror genre, showcasing the violent and gruesome aspects of human mortality. Its inclusion in slasher films highlights the sadistic nature of the killer and adds to the terrifying atmosphere of the story.",🔪,"- The opening scene of ""Scream"" where Casey Becker is hung from a tree after being chased and taunted by the killer on the phone.
- In ""The Conjuring 2,"" a possessed Janet Hodgson is hung by a noose in her bedroom, emphasizing the supernatural and demonic nature of her torment.
- In ""The Texas Chainsaw Massacre,"" one of the victims is hung on a meat hook by Leatherface, adding to the visceral and brutal nature of the film."
Small Towns,6,3,Isolated Locations,"Small towns are typically characterized by their isolation from larger urban areas and their tight-knit communities. In horror, small towns are often used as a setting to create an atmosphere of claustrophobia and paranoia, where the residents are suspicious of outsiders and secrets are hidden just beneath the surface. This trope is often used to explore themes of isolation, fear of the unknown, and the dangers of conformity.",🏘️,"- A small town surrounded by dense forests, with few roads leading in or out.
- A town where everyone knows everyone else's business and outsiders are met with suspicion and hostility.
- A town with a dark history or a long-held secret that the residents are desperate to keep hidden.
- A town with a strange or sinister local legend or folklore that seems to permeate every aspect of life.
- A town where the residents are fiercely loyal to each other, even in the face of danger or supernatural threats."
Haunted Houses,6,3,Isolated Locations,"Haunted houses are a common trope in horror that typically involve isolated locations that are imbued with supernatural or paranormal activity. These settings often feature eerie and unsettling atmospheres that evoke fear and suspense in the audience. As a subset of horror tropes, haunted houses are used to create a sense of dread and unease in the viewer, drawing on our innate fears of the unknown and the supernatural.",👻,"- The Overlook Hotel in Stephen King's ""The Shining""
- Hill House in Shirley Jackson's ""The Haunting of Hill House""
- The Amityville Horror House in the real-life case and subsequent film adaptations
- The Bates House in Alfred Hitchcock's ""Psycho""
- The Lambert Family's home in ""Insidious""
- The haunted mansion in Disneyland's ""Haunted Mansion"" ride"
Abandoned Buildings,6,3,Isolated Locations,"Abandoned Buildings refer to structures that have been left unoccupied and neglected for an extended period. These settings often evoke a sense of isolation, decay, and neglect, which are common themes in horror. As a trope in horror, abandoned buildings add a layer of danger and mystery to the story, as they often have a dark past that is waiting to be uncovered.",🏚️,"- An old, crumbling asylum that has been left abandoned for decades, complete with rusted metal bars on the windows and overgrown vines snaking up the walls.
- A decaying mansion on the outskirts of town, its once-grand facade now worn and weathered, with broken windows and creaky doors that seem to open and close on their own.
- A deserted factory complex, where the machinery and equipment have long since been left to rust and decay, creating an eerie, labyrinthine setting that is both dangerous and unpredictable.
- An empty shopping mall, its fluorescent lights flickering on and off as the few remaining stores slowly go out of business, leaving the vast, echoing corridors deserted and silent.
- An abandoned schoolhouse, where the desks and chalkboards are covered in dust and cobwebs, and strange graffiti scrawled across the walls hints at a sinister history lurking just beneath the surface."
Islands,4,3,Isolated Locations,"Islands are isolated locations that are often used as settings in horror tropes. These locations are typically cut off from the outside world, creating a sense of isolation and vulnerability for the characters involved. The remoteness of the island can also evoke feelings of fear and uncertainty, as the unknown dangers lurking on the island can be difficult to anticipate or escape. As a result, islands have become a popular trope in horror, helping to create a sense of tension and unease for audiences.",🏝️,"- The island in ""The Wicker Man"" (1973), where a police officer investigates a disappearance and discovers a pagan cult with disturbing rituals.
- The island in ""Shutter Island"" (2010), where two U.S. Marshals investigate the disappearance of a patient at a mental institution and encounter supernatural occurrences.
- The island in ""The Descent"" (2005), where a group of women go on a caving expedition and become trapped underground with humanoid creatures that hunt them."
Underground Bunkers,3,3,Isolated Locations,"Underground bunkers refer to isolated locations that are built underground and designed to provide shelter in the event of a catastrophe. They are often associated with tropes in horror as they evoke feelings of isolation, confinement, and fear of the unknown. These settings are commonly used in horror as they make for a claustrophobic atmosphere that can intensify the fear factor, especially when characters are trapped inside with no escape.",🕳️,"- The underground bunker in the film ""10 Cloverfield Lane"" where a woman is held captive by a man who claims the outside world has been destroyed.
- The underground facility in the video game ""Resident Evil"" where a virus outbreak has turned the staff into zombies.
- The secret government bunker in the TV show ""The 100"" where survivors of a nuclear apocalypse live in isolation and are forced to confront the harsh realities of their new world.
- The underground laboratory in the film ""The Descent"" where a group of women become trapped and hunted by humanoid creatures that dwell in the darkness.
- The fallout shelter in the novel ""Wool"" where a society lives underground in a dystopian world and must face the consequences of their actions that led them there."
Cemeteries,3,3,Isolated Locations,"Cemeteries are locations where the dead are buried and memorialized, often isolated from other areas. In horror, cemeteries are often used as a setting to evoke fear and create a sense of unease, as they are associated with death, the supernatural, and the unknown. This trope has been used in horror media to explore themes of mortality, grief, and the afterlife.",💀,"- A lone figure walking through a foggy cemetery at night, with gravestones casting ominous shadows.
- A group of teenagers sneaking into a cemetery at midnight to perform a seance, only to summon an evil spirit.
- A grieving family visiting a loved one's grave, only to witness strange occurrences and hear eerie whispers.
- A caretaker working the night shift at a cemetery, only to discover that the graves are being disturbed and the dead are rising from their resting places.
- A group of investigators exploring an abandoned cemetery, only to uncover a dark secret and awaken a vengeful ghost."
Abandoned Schools,7,3,Abandoned Places,"Abandoned schools refer to educational institutions that have been left unoccupied, neglected, and forgotten. They are popular settings in horror films, novels, and video games, as they often evoke a sense of unease and mystery. Abandoned schools represent a trope in horror, symbolizing the loss of innocence, the decay of society, and the unknown dangers that lurk in dark and deserted places.",🏫👻,"- The abandoned high school in the movie ""The Faculty,"" where a group of students must fight off alien parasites that have taken over their teachers and classmates.
- The dilapidated elementary school in the video game ""Silent Hill,"" where the protagonist must navigate through a maze of twisted corridors and face off against supernatural monsters.
- The deserted college campus in the novel ""The Secret History,"" where a group of students become embroiled in a dangerous and deadly cult.
- The abandoned boarding school in the movie ""The Orphanage,"" where a woman returns to the place where she grew up and discovers dark secrets from her past.
- The haunted schoolhouse in the movie ""The Conjuring,"" where a family is terrorized by malevolent spirits that have taken over the building."
Abandoned Prisons,7,3,Abandoned Places,"Abandoned Prisons refer to correctional facilities that have been left unoccupied and neglected for a long time. These sites have become a popular trope in horror as they evoke a sense of fear and hopelessness due to their history of confinement, punishment, and suffering. The abandoned state of the prison adds to the eerie atmosphere, making it an ideal setting for horror stories and movies. The trope of Abandoned Prisons plays on our primal fears of being trapped and isolated, as well as the unknown horrors that may lurk within.",🏚️,"- Eastern State Penitentiary in Philadelphia, Pennsylvania, which was in operation from 1829 to 1971 and is now a museum and tourist attraction known for its eerie atmosphere and haunted history.
- Alcatraz Island in San Francisco, California, which was a maximum-security federal prison from 1934 to 1963 and is now a popular tourist destination known for its history of violence and escape attempts.
- The Ohio State Reformatory in Mansfield, Ohio, which was in operation from 1896 to 1990 and is now a museum and filming location for movies and TV shows, including The Shawshank Redemption and Ghost Adventures.
- The Joliet Correctional Center in Joliet, Illinois, which was in operation from 1858 to 2002 and is now abandoned and decaying, but still attracts urban explorers and ghost hunters.
- The West Virginia Penitentiary in Moundsville, West Virginia, which was in operation from 1876 to 1995 and is now a tourist attraction known for its haunted history and paranormal activity."
Abandoned Factories,7,3,Abandoned Places,"Abandoned factories refer to industrial facilities that have been left vacant and deserted for a long period of time. These settings are often used in horror as they evoke a sense of isolation, decay, and danger. The trope of abandoned factories is often associated with the darker side of industrialization and the consequences of unchecked corporate greed. The eerie atmosphere of these settings lends itself well to the horror genre, making them a popular choice for filmmakers and writers looking to create a sense of unease and terror.",🏭👻,"- The abandoned steel mill in the movie ""The Terminator""
- The deserted meatpacking plant in ""The Texas Chain Saw Massacre""
- The decrepit textile factory in the video game ""Silent Hill""
- The abandoned pharmaceutical factory in the TV show ""Stranger Things""
- The empty assembly line in the book ""The Girl Who Loved Tom Gordon"" by Stephen King."
Abandoned Asylums,7,3,Abandoned Places,"Abandoned asylums are locations that were once used to house the mentally ill, but have since been abandoned and left to decay. They are often associated with horror tropes, as they carry a sense of isolation, decay, and the possibility of encountering the supernatural. The dilapidated, eerie atmosphere of abandoned asylums has made them a popular setting in horror movies, books, and other media.",🏚️,"- Danvers State Hospital in Massachusetts, which inspired the setting for the horror movie ""Session 9""
- Letchworth Village in New York, a former institution for people with developmental disabilities that has been the subject of paranormal investigations and urban exploration
- Pennhurst State School and Hospital in Pennsylvania, which has been the setting for numerous horror films and TV shows and is considered one of the most haunted places in America
- The Trans-Allegheny Lunatic Asylum in West Virginia, which operated for over a century and is now a popular tourist attraction and site for ghost hunting tours
- Norwich State Hospital in Connecticut, which has been abandoned since the 1990s and is considered one of the most haunted places in the state."
Abandoned Amusement Parks,6,3,Abandoned Places,"Abandoned Amusement Parks refer to theme parks or recreational areas that have been neglected and left to decay. These settings evoke a sense of desolation, mystery, and foreboding, making them a popular trope in horror movies and stories. The abandoned rides, empty buildings, and overgrown vegetation create an eerie atmosphere that can be used to enhance the tension and suspense in horror narratives.",🎢,"- Pripyat Amusement Park in Ukraine, located near the Chernobyl nuclear disaster site, is a famous example of an abandoned amusement park that has become a popular destination for urban explorers and horror enthusiasts.
- Six Flags Jazzland in New Orleans, which was severely damaged by Hurricane Katrina in 2005 and has since been left to decay, is another well-known example of an abandoned amusement park.
- Nara Dreamland in Japan, which was modeled after Disneyland and operated from 1961 to 2006, has been abandoned and left to deteriorate, creating a haunting and surreal atmosphere.
- Spreepark in Berlin, Germany, which operated from 1969 to 2002, has been abandoned and is now overgrown with vegetation, creating a post-apocalyptic feel.
- Wonderland Amusement Park in Beijing, China, was supposed to be a massive theme park but was abandoned during construction due to financial problems, creating a ghostly and unfinished landscape."
Abandoned Towns,5,3,Abandoned Places,"Abandoned towns refer to locations that were once inhabited by people but have been deserted due to various reasons such as natural disasters, economic decline, or environmental contamination. These locations are often associated with horror tropes as they represent a sense of isolation, decay, and despair, which can evoke feelings of fear and unease in individuals. Abandoned towns are a popular setting in horror fiction as they provide a unique backdrop for exploring themes of survival, human nature, and the unknown.",🏚️,"- Centralia, Pennsylvania: An underground coal fire has been burning since 1962, causing the town to be abandoned due to the toxic fumes.
- Pripyat, Ukraine: The town was evacuated after the Chernobyl disaster in 1986, leaving behind a nuclear ghost town.
- Bodie, California: A former gold mining town that was abandoned in the early 20th century, now preserved as a state historic park and reportedly haunted.
- Hashima Island, Japan: A former coal mining town that was abandoned in the 1970s, now a popular tourist attraction and location for films such as Skyfall (2012).
- Varosha, Cyprus: A tourist resort town that was abandoned after the Turkish invasion of Cyprus in 1974, now a ghost town frozen in time."
